ID,Major group,Family,Genus hybrid marker,Genus,Species hybrid marker,Species,Infraspecific rank,Infraspecific epithet,Authorship,Taxonomic status in TPL,Nomenclatural status from original data source,Confidence level,Source,Source id,IPNI id,Publication,Collation,Page,Date
kew-18328,A,Austrobaileyaceae,,Austrobaileya,,"scandens",,"","C.T.White",Accepted,,H,WCSP,18328,554303-1,"Contr. Arnold Arbor.","4: 29","","1933"
